stop_id,departure,destination,line,arrival,service_type
5B,10:13,Autobusová stanica,1,-,1
5B,10:28,Autobusová stanica,1,-,2
5B,10:43,Autobusová stanica,1,-,1
5B,10:48,Autobusová stanica,1,-,2
5B,11:08,Autobusová stanica,1,-,1
5B,11:13,Autobusová stanica,1,-,1
5B,11:28,Autobusová stanica,1,-,2
5B,11:43,Autobusová stanica,1,-,1
5B,11:48,Autobusová stanica,1,-,1
5B,12:08,Autobusová stanica,1,-,2
5B,12:13,Autobusová stanica,1,-,1
5B,12:28,Autobusová stanica,1,-,1
5B,12:43,Autobusová stanica,1,-,2
5B,12:48,Autobusová stanica,1,-,1
5B,13:08,Autobusová stanica,1,-,1
5B,13:13,Autobusová stanica,1,-,2
5B,13:28,Autobusová stanica,1,-,1
5B,13:43,Autobusová stanica,1,-,2
5B,13:48,Autobusová stanica,1,-,1
5B,14:08,Autobusová stanica,1,-,1
5B,14:28,Autobusová stanica,1,-,1
5B,14:48,Autobusová stanica,1,-,1
5B,14:58,Autobusová stanica,1,-,1
5B,15:08,Autobusová stanica,1,-,1
5B,15:28,Autobusová stanica,1,-,1
5B,15:48,Autobusová stanica,1,-,1
5B,16:08,Autobusová stanica,1,-,1
5B,16:28,Autobusová stanica,1,-,1
5B,16:48,Autobusová stanica,1,-,1
5B,17:13,Autobusová stanica,1,-,1
5B,17:43,Autobusová stanica,1,-,1
5B,18:13,Autobusová stanica,1,-,1
5B,18:43,Autobusová stanica,1,-,1
4B,05:10,Autobusová stanica,1,-,1
4B,05:30,Autobusová stanica,1,-,1
4B,05:50,Autobusová stanica,1,-,1
4B,06:05,Autobusová stanica,1,-,1
4B,06:10,Autobusová stanica,1,-,1
4B,06:20,Autobusová stanica,1,-,2
4B,06:30,Autobusová stanica,1,-,1
4B,06:35,Autobusová stanica,1,-,1
4B,06:50,Autobusová stanica,1,-,1
4B,07:05,Autobusová stanica,1,-,2
4B,07:10,Autobusová stanica,1,-,1
4B,07:20,Autobusová stanica,1,-,1
4B,07:30,Autobusová stanica,1,-,1
4B,07:35,Autobusová stanica,1,-,1
4B,07:50,Autobusová stanica,1,-,1
4B,08:10,Autobusová stanica,1,-,1
4B,08:30,Autobusová stanica,1,-,1
4B,08:50,Autobusová stanica,1,-,1
4B,09:10,Autobusová stanica,1,-,1
4B,09:30,Autobusová stanica,1,-,1
4B,09:50,Autobusová stanica,1,-,1
4B,10:10,Autobusová stanica,1,-,1
4B,10:15,Autobusová stanica,1,-,1
4B,10:30,Autobusová stanica,1,-,2
4B,10:45,Autobusová stanica,1,-,1
4B,10:48,Autobusová stanica,1,-,2
4B,11:10,Autobusová stanica,1,-,1
4B,11:15,Autobusová stanica,1,-,1
4B,11:30,Autobusová stanica,1,-,2
4B,11:45,Autobusová stanica,1,-,1
4B,11:50,Autobusová stanica,1,-,1
4B,12:10,Autobusová stanica,1,-,2
4B,12:15,Autobusová stanica,1,-,1
4B,12:30,Autobusová stanica,1,-,1
4B,12:45,Autobusová stanica,1,-,2
4B,12:50,Autobusová stanica,1,-,1
4B,13:10,Autobusová stanica,1,-,1
4B,13:15,Autobusová stanica,1,-,2
4B,13:30,Autobusová stanica,1,-,1
4B,13:45,Autobusová stanica,1,-,2
4B,13:50,Autobusová stanica,1,-,1
4B,14:10,Autobusová stanica,1,-,1
4B,14:30,Autobusová stanica,1,-,1
4B,14:50,Autobusová stanica,1,-,1
4B,15:00,Autobusová stanica,1,-,1
4B,15:10,Autobusová stanica,1,-,1
4B,15:30,Autobusová stanica,1,-,1
4B,15:40,Autobusová stanica,1,-,1
4B,16:10,Autobusová stanica,1,-,1
4B,16:30,Autobusová stanica,1,-,1
4B,16:50,Autobusová stanica,1,-,1
4B,17:15,Autobusová stanica,1,-,1
4B,17:45,Autobusová stanica,1,-,1
4B,18:15,Autobusová stanica,1,-,1
4B,18:45,Autobusová stanica,1,-,1
3B,05:12,Autobusová stanica,1,-,1
3B,05:32,Autobusová stanica,1,-,1
3B,05:52,Autobusová stanica,1,-,1
3B,06:07,Autobusová stanica,1,-,1
3B,06:12,Autobusová stanica,1,-,1
3B,06:22,Autobusová stanica,1,-,2
3B,06:32,Autobusová stanica,1,-,1
3B,06:37,Autobusová stanica,1,-,1
3B,06:52,Autobusová stanica,1,-,1
3B,07:07,Autobusová stanica,1,-,2
3B,07:12,Autobusová stanica,1,-,1
3B,07:22,Autobusová stanica,1,-,1
3B,07:32,Autobusová stanica,1,-,1
3B,07:37,Autobusová stanica,1,-,1
3B,07:52,Autobusová stanica,1,-,1
3B,08:12,Autobusová stanica,1,-,1
3B,08:32,Autobusová stanica,1,-,1
3B,08:52,Autobusová stanica,1,-,1
3B,09:12,Autobusová stanica,1,-,1
3B,09:32,Autobusová stanica,1,-,1
3B,09:52,Autobusová stanica,1,-,1
3B,10:12,Autobusová stanica,1,-,1
3B,10:17,Autobusová stanica,1,-,1
3B,10:32,Autobusová stanica,1,-,2
3B,10:47,Autobusová stanica,1,-,1
3B,10:50,Autobusová stanica,1,-,2
3B,11:12,Autobusová stanica,1,-,1
3B,11:17,Autobusová stanica,1,-,1
3B,11:32,Autobusová stanica,1,-,2
3B,11:47,Autobusová stanica,1,-,1
3B,11:52,Autobusová stanica,1,-,1
3B,12:12,Autobusová stanica,1,-,2
3B,12:17,Autobusová stanica,1,-,1
3B,12:32,Autobusová stanica,1,-,1
3B,12:47,Autobusová stanica,1,-,2
3B,12:52,Autobusová stanica,1,-,1
3B,13:12,Autobusová stanica,1,-,1
3B,13:17,Autobusová stanica,1,-,2
3B,13:32,Autobusová stanica,1,-,1
3B,13:47,Autobusová stanica,1,-,2
3B,13:52,Autobusová stanica,1,-,1
3B,14:12,Autobusová stanica,1,-,1
3B,14:32,Autobusová stanica,1,-,1
3B,14:52,Autobusová stanica,1,-,1
3B,15:02,Autobusová stanica,1,-,1
3B,15:12,Autobusová stanica,1,-,1
3B,15:32,Autobusová stanica,1,-,1
3B,15:42,Autobusová stanica,1,-,1
3B,16:12,Autobusová stanica,1,-,1
3B,16:32,Autobusová stanica,1,-,1
3B,16:52,Autobusová stanica,1,-,1
3B,17:17,Autobusová stanica,1,-,1
3B,17:47,Autobusová stanica,1,-,1
3B,18:17,Autobusová stanica,1,-,1
3B,18:47,Autobusová stanica,1,-,1
2A,05:13,Autobusová stanica,1,-,1
2A,05:33,Autobusová stanica,1,-,1
2A,05:53,Autobusová stanica,1,-,1
2A,06:08,Autobusová stanica,1,-,1
2A,06:13,Autobusová stanica,1,-,1
2A,06:23,Autobusová stanica,1,-,2
2A,06:33,Autobusová stanica,1,-,1
2A,06:38,Autobusová stanica,1,-,1
2A,06:53,Autobusová stanica,1,-,1
2A,07:08,Autobusová stanica,1,-,2
2A,07:13,Autobusová stanica,1,-,1
2A,07:23,Autobusová stanica,1,-,1
2A,07:33,Autobusová stanica,1,-,1
2A,07:38,Autobusová stanica,1,-,1
2A,07:53,Autobusová stanica,1,-,1
2A,08:13,Autobusová stanica,1,-,1
2A,08:33,Autobusová stanica,1,-,1
2A,08:53,Autobusová stanica,1,-,1
2A,09:13,Autobusová stanica,1,-,1
2A,09:33,Autobusová stanica,1,-,1
2A,09:53,Autobusová stanica,1,-,1
2A,10:13,Autobusová stanica,1,-,1
2A,10:18,Autobusová stanica,1,-,1
2A,10:33,Autobusová stanica,1,-,2
2A,10:48,Autobusová stanica,1,-,1
2A,10:53,Autobusová stanica,1,-,2
2A,11:13,Autobusová stanica,1,-,1
2A,11:18,Autobusová stanica,1,-,1
2A,11:33,Autobusová stanica,1,-,2
2A,11:48,Autobusová stanica,1,-,1
2A,11:53,Autobusová stanica,1,-,1
2A,12:13,Autobusová stanica,1,-,2
2A,12:18,Autobusová stanica,1,-,1
2A,12:33,Autobusová stanica,1,-,1
2A,12:48,Autobusová stanica,1,-,2
2A,12:53,Autobusová stanica,1,-,1
2A,13:13,Autobusová stanica,1,-,1
2A,13:18,Autobusová stanica,1,-,2
2A,13:33,Autobusová stanica,1,-,1
2A,13:48,Autobusová stanica,1,-,2
2A,13:53,Autobusová stanica,1,-,1
2A,14:13,Autobusová stanica,1,-,1
2A,14:33,Autobusová stanica,1,-,1
2A,14:53,Autobusová stanica,1,-,1
2A,15:03,Autobusová stanica,1,-,1
2A,15:13,Autobusová stanica,1,-,1
2A,15:33,Autobusová stanica,1,-,1
2A,15:43,Autobusová stanica,1,-,1
2A,16:13,Autobusová stanica,1,-,1
2A,16:33,Autobusová stanica,1,-,1
2A,16:53,Autobusová stanica,1,-,1
2A,17:18,Autobusová stanica,1,-,1
2A,17:48,Autobusová stanica,1,-,1
2A,18:18,Autobusová stanica,1,-,1
2A,18:48,Autobusová stanica,1,-,1
1C,-,,1,05:15,1
1C,-,,1,05:35,1
1C,-,,1,05:55,1
1C,-,,1,06:10,1
1C,-,,1,06:15,1
1C,-,,1,06:26,2
1C,-,,1,06:36,1
1C,-,,1,06:41,1
1C,-,,1,06:56,1
1C,-,,1,07:11,2
1C,-,,1,07:16,1
1C,-,,1,07:26,1
1C,-,,1,07:36,1
1C,-,,1,07:41,1
1C,-,,1,07:56,1
1C,-,,1,08:16,1
1C,-,,1,08:36,1
1C,-,,1,08:56,1
1C,-,,1,09:16,1
1C,-,,1,09:36,1
1C,-,,1,09:56,1
1C,-,,1,10:16,1
1C,-,,1,10:21,1
1C,-,,1,10:36,2
1C,-,,1,10:51,1
1C,-,,1,10:56,2
1C,-,,1,11:16,1
1C,-,,1,11:21,1
1C,-,,1,11:36,2
1C,-,,1,11:51,1
1C,-,,1,11:56,1
1C,-,,1,12:16,2
1C,-,,1,12:21,1
1C,-,,1,12:36,1
1C,-,,1,12:51,2
1C,-,,1,12:56,1
1C,-,,1,13:16,1
1C,-,,1,13:21,2
1C,-,,1,13:36,1
1C,-,,1,13:51,2
1C,-,,1,13:56,1
1C,-,,1,14:16,1
1C,-,,1,14:36,1
1C,-,,1,14:56,1
1C,-,,1,15:06,1
1C,-,,1,15:16,1
1C,-,,1,15:36,1
1C,-,,1,15:46,1
1C,-,,1,16:16,1
1C,-,,1,16:36,1
1C,-,,1,16:56,1
1C,-,,1,17:21,1
1C,-,,1,17:51,1
1C,-,,1,18:21,1
1C,-,,1,18:51,1
1A,04:45,Autobusová stanica cez Nový Juh,8,-,3
1A,05:45,Autobusová stanica cez Nový Juh,8,-,3
1A,06:45,Autobusová stanica cez Nový Juh,8,-,3
1A,07:45,Autobusová stanica cez Nový Juh,8,-,3
1A,08:15,Autobusová stanica cez Nový Juh,8,-,3
1A,08:45,Autobusová stanica cez Nový Juh,8,-,3
1A,09:15,Autobusová stanica cez Nový Juh,8,-,3
1A,09:45,Autobusová stanica cez Nový Juh,8,-,3
1A,10:15,Autobusová stanica cez Nový Juh,8,-,3
1A,10:45,Autobusová stanica cez Nový Juh,8,-,3
1A,11:15,Autobusová stanica cez Nový Juh,8,-,3
1A,11:45,Autobusová stanica cez Nový Juh,8,-,3
1A,12:45,Autobusová stanica cez Nový Juh,8,-,3
1A,13:45,Autobusová stanica cez Nový Juh,8,-,3
1A,14:45,Autobusová stanica cez Nový Juh,8,-,3
1A,15:45,Autobusová stanica cez Nový Juh,8,-,3
1A,16:45,Autobusová stanica cez Nový Juh,8,-,3
1A,17:45,Autobusová stanica cez Nový Juh,8,-,3
1A,18:45,Autobusová stanica cez Nový Juh,8,-,3
1A,19:15,Autobusová stanica cez Nový Juh,8,-,4
1A,19:45,Autobusová stanica cez Nový Juh,8,-,5
1A,20:15,Autobusová stanica cez Nový Juh,8,-,4
1A,20:45,Autobusová stanica cez Nový Juh,8,-,5
1A,21:15,Autobusová stanica cez Nový Juh,8,-,4
1A,21:45,Autobusová stanica cez Nový Juh,8,-,4
2B,04:46,Autobusová stanica cez Nový Juh,8,-,3
2B,05:46,Autobusová stanica cez Nový Juh,8,-,3
2B,06:46,Autobusová stanica cez Nový Juh,8,-,3
2B,07:46,Autobusová stanica cez Nový Juh,8,-,3
2B,08:16,Autobusová stanica cez Nový Juh,8,-,3
2B,08:46,Autobusová stanica cez Nový Juh,8,-,3
2B,09:16,Autobusová stanica cez Nový Juh,8,-,3
2B,09:46,Autobusová stanica cez Nový Juh,8,-,3
2B,10:16,Autobusová stanica cez Nový Juh,8,-,3
2B,10:46,Autobusová stanica cez Nový Juh,8,-,3
2B,11:16,Autobusová stanica cez Nový Juh,8,-,3
2B,11:46,Autobusová stanica cez Nový Juh,8,-,3
2B,12:46,Autobusová stanica cez Nový Juh,8,-,3
2B,13:46,Autobusová stanica cez Nový Juh,8,-,3
2B,14:46,Autobusová stanica cez Nový Juh,8,-,3
2B,15:46,Autobusová stanica cez Nový Juh,8,-,3
2B,16:46,Autobusová stanica cez Nový Juh,8,-,3
2B,17:46,Autobusová stanica cez Nový Juh,8,-,3
2B,18:46,Autobusová stanica cez Nový Juh,8,-,3
2B,19:16,Autobusová stanica cez Nový Juh,8,-,4
2B,19:46,Autobusová stanica cez Nový Juh,8,-,5
2B,20:16,Autobusová stanica cez Nový Juh,8,-,4
2B,20:46,Autobusová stanica cez Nový Juh,8,-,5
2B,21:16,Autobusová stanica cez Nový Juh,8,-,3
2B,21:46,Autobusová stanica cez Nový Juh,8,-,4
3A,04:47,Autobusová stanica cez Nový Juh,8,-,3
3A,05:47,Autobusová stanica cez Nový Juh,8,-,3
3A,06:47,Autobusová stanica cez Nový Juh,8,-,3
3A,07:47,Autobusová stanica cez Nový Juh,8,-,3
3A,08:17,Autobusová stanica cez Nový Juh,8,-,3
3A,08:47,Autobusová stanica cez Nový Juh,8,-,3
3A,09:17,Autobusová stanica cez Nový Juh,8,-,3
3A,09:47,Autobusová stanica cez Nový Juh,8,-,3
3A,10:17,Autobusová stanica cez Nový Juh,8,-,3
3A,10:47,Autobusová stanica cez Nový Juh,8,-,3
3A,11:17,Autobusová stanica cez Nový Juh,8,-,3
3A,11:47,Autobusová stanica cez Nový Juh,8,-,3
3A,12:47,Autobusová stanica cez Nový Juh,8,-,3
3A,13:47,Autobusová stanica cez Nový Juh,8,-,3
3A,14:47,Autobusová stanica cez Nový Juh,8,-,3
3A,15:47,Autobusová stanica cez Nový Juh,8,-,3
3A,16:47,Autobusová stanica cez Nový Juh,8,-,3
3A,17:47,Autobusová stanica cez Nový Juh,8,-,3
3A,18:47,Autobusová stanica cez Nový Juh,8,-,3
3A,19:17,Autobusová stanica cez Nový Juh,8,-,4
3A,19:47,Autobusová stanica cez Nový Juh,8,-,5
3A,20:17,Autobusová stanica cez Nový Juh,8,-,4
3A,20:47,Autobusová stanica cez Nový Juh,8,-,5
3A,21:17,Autobusová stanica cez Nový Juh,8,-,3
3A,21:47,Autobusová stanica cez Nový Juh,8,-,4
4A,04:49,Autobusová stanica cez Nový Juh,8,-,3
4A,05:49,Autobusová stanica cez Nový Juh,8,-,3
4A,06:49,Autobusová stanica cez Nový Juh,8,-,3
4A,07:49,Autobusová stanica cez Nový Juh,8,-,3
4A,08:19,Autobusová stanica cez Nový Juh,8,-,3
4A,08:49,Autobusová stanica cez Nový Juh,8,-,3
4A,09:19,Autobusová stanica cez Nový Juh,8,-,3
4A,09:49,Autobusová stanica cez Nový Juh,8,-,3
4A,10:19,Autobusová stanica cez Nový Juh,8,-,3
4A,10:49,Autobusová stanica cez Nový Juh,8,-,3
4A,11:19,Autobusová stanica cez Nový Juh,8,-,3
4A,11:49,Autobusová stanica cez Nový Juh,8,-,3
4A,12:49,Autobusová stanica cez Nový Juh,8,-,3
4A,13:49,Autobusová stanica cez Nový Juh,8,-,3
4A,14:49,Autobusová stanica cez Nový Juh,8,-,3
4A,15:49,Autobusová stanica cez Nový Juh,8,-,3
4A,16:49,Autobusová stanica cez Nový Juh,8,-,3
4A,17:49,Autobusová stanica cez Nový Juh,8,-,3
4A,18:49,Autobusová stanica cez Nový Juh,8,-,3
4A,19:19,Autobusová stanica cez Nový Juh,8,-,4
4A,19:49,Autobusová stanica cez Nový Juh,8,-,5
4A,20:19,Autobusová stanica cez Nový Juh,8,-,4
4A,20:49,Autobusová stanica cez Nový Juh,8,-,5
4A,21:19,Autobusová stanica cez Nový Juh,8,-,3
4A,21:49,Autobusová stanica cez Nový Juh,8,-,4
58B,04:50,Autobusová stanica cez Nový Juh,8,-,3
58B,05:50,Autobusová stanica cez Nový Juh,8,-,3
58B,06:50,Autobusová stanica cez Nový Juh,8,-,3
58B,07:51,Autobusová stanica cez Nový Juh,8,-,3
58B,08:21,Autobusová stanica cez Nový Juh,8,-,3
58B,08:51,Autobusová stanica cez Nový Juh,8,-,3
58B,09:21,Autobusová stanica cez Nový Juh,8,-,3
58B,09:51,Autobusová stanica cez Nový Juh,8,-,3
58B,10:21,Autobusová stanica cez Nový Juh,8,-,3
58B,10:51,Autobusová stanica cez Nový Juh,8,-,3
58B,11:21,Autobusová stanica cez Nový Juh,8,-,3
58B,11:51,Autobusová stanica cez Nový Juh,8,-,3
58B,12:51,Autobusová stanica cez Nový Juh,8,-,3
58B,13:51,Autobusová stanica cez Nový Juh,8,-,3
58B,14:51,Autobusová stanica cez Nový Juh,8,-,3
58B,15:51,Autobusová stanica cez Nový Juh,8,-,3
58B,16:51,Autobusová stanica cez Nový Juh,8,-,3
58B,17:51,Autobusová stanica cez Nový Juh,8,-,3
58B,18:51,Autobusová stanica cez Nový Juh,8,-,3
58B,19:21,Autobusová stanica cez Nový Juh,8,-,4
58B,19:51,Autobusová stanica cez Nový Juh,8,-,5
58B,20:20,Autobusová stanica cez Nový Juh,8,-,4
58B,20:50,Autobusová stanica cez Nový Juh,8,-,5
58B,21:20,Autobusová stanica cez Nový Juh,8,-,3
58B,21:50,Autobusová stanica cez Nový Juh,8,-,4
59,04:51,Autobusová stanica cez Nový Juh,8,-,3
